,entry,name
2918,"By keeping still and listening intently, it can tell what is in even wild, fast-moving rivers.",azumarill
2919,"When it plays in water, it rolls up its elongated ears to prevent their insides from getting wet.",azumarill
2920,The bubble-like pattern on its stomach helps it camouflage itself when it’s in the water.,azumarill
2921,"AZUMARILL’s long ears are indispensable sensors. By focusing its hearing, this POKéMON can identify what kinds of prey are around, even in rough and fast-running rivers.",azumarill
2922,it can make balloons out of air. It makes these air balloons if it spots a drowning POKéMON. The air balloons enable the POKéMON in trouble to breathe.,azumarill
2923,It lives in water virtually all day long. Its body color and pattern act as camouflage that makes it tough for enemies to spot in water.,azumarill
2924,"By keeping still and listening intently, it can even tell what is in wild, fast-moving rivers.",azumarill
2925,"It lives in rivers and lakes. In water, its coloring and patterns trick the vision of foes.",azumarill
2926,Its long ears are superb sensors. It can distinguish the movements of living things on riverbeds.,azumarill
2927,"It can spend all day in water, since it can inhale and store a large volume of air.",azumarill
2928,Its long ears are superb sensors. It can distinguish the movements of things in water and tell what they are.,azumarill
2929,"Azumarill’s long ears are indispensable sensors. By focusing its hearing, this Pokémon can identify what kinds of prey are around, even in rough and fast-running rivers.",azumarill
2930,"It spends most of its time in the water. On sunny days, it floats on the surface of the water and sunbathes.",azumarill
2931,"These Pokémon create air-filled bubbles. When Azurill play in rivers, it will cover them with these bubbles.",azumarill
2932,"Although it always pretends to be a tree, its composition appears to be closer to a rock than a plant.",sudowoodo
2933,"It disguises itself as a tree to avoid attack. It hates water, so it will disappear if it starts raining.",sudowoodo
2934,"If a tree branch shakes when there is no wind, it’s a SUDOWOODO, not a tree. It hides from the rain.",sudowoodo
2935,"it camouflages itself as a tree to avoid being attacked by enemies. However, because the forelegs remain green throughout the year, the POKéMON is easily identified as a fake during the winter.",sudowoodo
2936,"It mimics a tree to avoid being attacked by enemies. But since its forelegs remain green throughout the year, it is easily identified as a fake in the winter.",sudowoodo
2937,"Despite appearing to be a tree, its body is closer to rocks and stones. It is very weak to water.",sudowoodo
2938,"It stands along paths pretending to be a tree. If it starts raining, it seems to disappear.",sudowoodo
2939,"To avoid being attacked, it does nothing but mimic a tree. It hates water and flees from rain.",sudowoodo
2940,"Although it always pretends to be a tree, its composition appears more similar to rock than to vegetation.",sudowoodo
2941,"To avoid attack, it mimics a tree. It will run off if splashed with water, which it hates.",sudowoodo
2942,"Apparently, the larger the green parts of this Pokémon, the more collectors value it. It’s a particular favorite among elderly people.",sudowoodo
2943,It’s so popular with the elderly that there’s a magazine devoted to this Pokémon. Fans obsess over the particular length and angle of its arms.,sudowoodo
2944,"it camouflages itself as a tree to avoid being attacked by enemies. However, because its hands remain green throughout the year, the Pokémon is easily identified as a fake during the winter.",sudowoodo
2945,"If a tree branch shakes when there is no wind, it’s a Sudowoodo, not a tree. It hides from the rain.",sudowoodo
2946,"Though it looks like a tree, its body is actually more like rock or stone. The Pokémon is very weak to water.",sudowoodo
2947,"If POLIWAG and POLIWHIRL hear its echoing cry, they respond by gathering from far and wide.",politoed
2948,"Whenever three or more of these get together, they sing in a loud voice that sounds like bellowing.",politoed
2949,"When it expands its throat to croak out a tune, nearby POLIWAG and POLIWHIRL gather immediately.",politoed
2950,"The curled hair on POLITOED’s head is proof of its status as a king. It is said that the longer and more curled the hair, the more respect this POKéMON earns from its peers.",politoed
2951,"The curled hair on its head proves its status as a king. It is said that the longer and curlier the hair, the more respect it earns from its peers.",politoed
2952,It gathers groups of others as their leader. Its cries make POLIWAG obey.,politoed
2953,It gathers groups of others as their leader. Its cries make Poliwag obey.,politoed
2954,"If Poliwag and Poliwhirl hear its echoing cry, they respond by gathering from far and wide.",politoed
2955,"They gather on moonlit nights to form a large chorus. Their cries sound angry and not at all pleasant, but they are certainly distinctive.",politoed
2956,"It’s the leader of Poliwag and Poliwhirl. When it roars, they all cower in fear.",politoed
2957,"Although its cries sound like screams, a composer created a beautiful ballad that was influenced by the sounds.",politoed
2958,"The curled hair on Politoed’s head is proof of its status as a king. It is said that the longer and more curled the hair, the more respect this Pokémon earns from its peers.",politoed
2959,"At nightfall, these Pokémon appear on the shores of lakes. They announce their territorial claims by letting out cries that sound like shouting.",politoed
2960,"The cry of a male is louder than that of a female. Male it with deep, menacing voices find more popularity with the opposite gender.",politoed
2961,A group of Poliwag and Poliwhirl will form with a it as the leader. Politoed’s cries make the Pokémon of the group obey.,politoed
2962,"To keep from being blown away by the wind, they gather in clusters. They do enjoy gentle breezes, though.",hoppip
2963,"Its body is so light, it must grip the ground firmly with its feet to keep from being blown away.",hoppip
2964,It can be carried away on even the gentlest breeze. It may even float all the way to the next town.,hoppip
2965,"This POKéMON drifts and floats with the wind. If it senses the approach of strong winds, it links its leaves with other it to prepare against being blown away.",hoppip
2966,"This POKéMON drifts and floats with the wind. If it senses the approach of strong winds, a it links leaves with others to prepare against being blown away.",hoppip
2967,"It drifts on winds. It is said that when it gather in fields and mountains, spring is on the way.",hoppip
2968,"To keep from being blown away by the wind, they gather in clusters. But they do enjoy gentle breezes.",hoppip
2969,"This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, it links its leaves with other it to prepare against being blown away.",hoppip
2970,"They are blown adrift by winds. It is said that when it gather in fields and mountains, spring is on the way.",hoppip
2971,The bloom on top of its head opens and closes as the temperature fluctuates up and down.,skiploom
2972,It spreads its petals to absorb sunlight. It also floats in the air to get closer to the sun.,skiploom
2973,"As soon as it rains, it closes its flower and hides in the shade of a tree to avoid getting wet.",skiploom
2974,"SKIPLOOM’s flower blossoms when the temperature rises above 64 degrees F. How much the flower opens depends on the temperature. For that reason, this POKéMON is sometimes used as a thermometer.",skiploom
2975,"It blossoms when the temperature rises above 64 degrees F. Because its flower’s blooming changes with the temperature, it is sometimes used as a thermometer.",skiploom
2976,It blooms when the weather warms. It floats in the sky to soak up as much sunlight as possible.,skiploom
2977,"Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.",skiploom
2978,"Once it catches the wind, it deftly controls its cotton-puff spores to float, even around the world.",jumpluff
2979,Drifts on seasonal winds and spreads its cotton-like spores all over the world to make more offspring.,jumpluff
2980,"Even in the fiercest wind, it can control its fluff to make its way to any place in the world it wants.",jumpluff
2981,it rides warm southern winds to cross the sea and fly to foreign lands. The POKéMON descends to the ground when it encounters cold air while it is floating.,jumpluff
2982,it ride warm southern winds to cross the sea and fly to foreign lands. This POKéMON lands when it encounters cold air while it is floating.,jumpluff
2983,It drifts on seasonal winds and spreads its cotton-like spores all over the world to make more offspring.,jumpluff
2984,"Blown by seasonal winds, it circles the globe, scattering cotton spores as it goes.",jumpluff
2985,"Once it catches the wind, it deftly controls its cotton-puff spores--it can even float around the world.",jumpluff
2986,it rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.,jumpluff
2987,Its tail is so powerful that it can use it to grab a tree branch and hold itself up in the air.,aipom
2988,"It lives atop tall trees. When leaping from branch to branch, it deftly uses its tail for balance.",aipom
2989,It uses its tail to hang on to tree branches. It uses its momentum to swing from one branch to another.,aipom
2990,"AIPOM’s tail ends in a hand-like appendage that can be cleverly manipulated. However, because the POKéMON uses its tail so much, its real hands have become rather clumsy.",aipom
2991,"Its tail ends with a dexterous, handlike appendage. However, because it uses the tail so much, AIPOM’s real hands have become rather clumsy.",aipom
2992,It uses its tail to pluck fruits that are out of reach. Its tail is more adept than its real hands.,aipom
2993,It lives atop giant trees. It wraps its tail around a branch so it won’t fall off while asleep.,aipom
2994,It lives high among the treetops. It can use its tail as freely and cleverly as its hands.,aipom
2995,"Aipom’s tail ends in a hand-like appendage that can be cleverly manipulated. However, because the Pokémon uses its tail so much, its real hands have become rather clumsy.",aipom
2996,"As it did more and more with its tail, its hands became clumsy. It makes its nest high in the treetops.",aipom
2997,"It searches for prey from the tops of trees. When it spots its favorite food, Bounsweet, it gets excited and pounces.",aipom
2998,"It may drop out of the sky suddenly. If attacked by a SPEAROW, it will violently shake its leaves.",sunkern
2999,It lives by drinking only dewdrops from under the leaves of plants. It is said that it eats nothing else.,sunkern
3000,It is very weak. Its only means of defense is to shake its leaves desperately at its attacker.,sunkern
3001,"it tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.",sunkern
3002,"it try to minimize movement to conserve the nutrients they have stored in their bodies for evolution. They will not eat, subsisting only on morning dew.",sunkern
3003,"It suddenly falls out of the sky in the morning. A year after a cold summer, their population explodes.",sunkern
3004,"It may plummet from the sky. If attacked by a SPEAROW, it will violently shake its leaves.",sunkern
3005,"It suddenly falls out of the sky in the morning. Knowing it’s weak, it simply feeds until it evolves.",sunkern
3006,"It may plummet from the sky. If attacked by a Spearow, it will violently shake its leaves.",sunkern
3007,"They may suddenly fall out of the sky in the morning. In the year following a cold summer, their population explodes.",sunkern
3008,"It converts sunlight into energy. In the darkness after sunset, it closes its petals and becomes still.",sunflora
3009,"In the daytime, it rushes about in a hectic manner, but it comes to a complete stop when the sun sets.",sunflora
3010,"As the hot season approaches, the petals on this POKéMON’s face become more vivid and lively.",sunflora
3011,it converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.,sunflora
3012,it convert solar energy into nutrition. They are highly active in the warm daytime but suddenly stop moving as soon as the sun sets.,sunflora
3013,It gets energy from warm sunlight and is known for its habit of moving in pursuit of it.,sunflora
3014,"Since it converts sunlight into energy, it is always looking in the direction of the sun.",sunflora
3015,"As the hot season approaches, the petals on this Pokémon’s face become more vivid and lively.",sunflora
3016,"If it flaps its wings really fast, it can generate shock waves that will shatter windows in the area.",yanma
3017,Its large eyes can scan 360 degrees. It looks in all directions to seek out insects as its prey.,yanma
3018,"It can see in all directions without moving its big eyes, helping it spot attackers and food right away.",yanma
3019,it is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This POKéMON uses its flying ability to quickly chase down targeted prey.,yanma
3020,It can see 360 degrees without moving its eyes. It is a great flier capable of making sudden stops and turning midair to quickly chase down targeted prey.,yanma
3021,Its eyes can see 360 degrees without moving its head. It won’t miss prey--even those behind it.,yanma
3022,It can hover in one spot by flapping its wings at high speed. It flits about to guard its territory.,yanma
3023,"By flapping its wings at high speed, it can fly freely through the air. Even sudden stops are no problem.",yanma
3024,it is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.,yanma
3025,Its eyes can see 360 degrees without the Pokémon moving its head. It won’t miss prey— even those behind it.,yanma
3026,This POKéMON lives in cold water. It will leave the water to search for food when it gets cold outside.,wooper
3027,"When it walks around on the ground, it coats its body with a slimy, poisonous film.",wooper
3028,A mucous membrane covers its body. Touching it barehanded will cause a shooting pain.,wooper
3029,"it usually lives in water. However, it occasionally comes out onto land in search of food. On land, it coats its body with a gooey, toxic film.",wooper
3030,"it usually live in water but come out onto land seeking food occasionally. On land, they coat their bodies with a gooey, toxic film.",wooper
3031,"It lives in cold water, half burying itself in mud at the bottom to sleep.",wooper
3032,"When the temperature cools in the evening, they emerge from water to seek food along the shore.",wooper
3033,"When walking on land, it covers its body with a poisonous film that keeps its skin from dehydrating.",wooper
3034,This Pokémon lives in cold water. It will leave the water to search for food when it gets cold outside.,wooper
3035,"This carefree POKéMON has an easy-going nature. While swimming, it always bumps into boat hulls.",quagsire
3036,"Due to its relaxed and carefree attitude, it often bumps its head on boulders and boat hulls as it swims.",quagsire
3037,Its body is always slimy. It often bangs its head on the river bottom as it swims but seems not to care.,quagsire
3038,"it hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the POKéMON does not move, it does not get very hungry.",quagsire
3039,"A it hunts by leaving its mouth wide open in water and waiting for its prey to blunder in. Because it doesn’t move, it does not get very hungry.",quagsire
3040,"This carefree POKéMON has an easygoing nature. While swimming, it always bumps into boat hulls.",quagsire
3041,"It has a sluggish nature. It lies at the river’s bottom, waiting for prey to stray into its mouth.",quagsire
3042,A dim-witted Pokémon. It doesn’t care if it bumps its head into boats or rocks while swimming.,quagsire
3043,It has an easygoing nature. It doesn’t care if it bumps its head on boats and boulders while swimming.,quagsire
3044,"This carefree Pokémon has an easy-going nature. While swimming, it always bumps into boat hulls.",quagsire
3045,"This carefree Pokémon has an easygoing nature. While swimming, it always bumps into boat hulls.",quagsire
3046,"it hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the Pokémon does not move, it does not get very hungry.",quagsire
3047,It uses the fine hair that covers its body to sense air currents and predict its enemy’s actions.,espeon
3048,"By reading air currents, it can predict things such as the weather or its foe’s next move.",espeon
3049,The tip of its forked tail quivers when it is predicting its opponent’s next move.,espeon
3050,it is extremely loyal to any TRAINER it considers to be worthy. It is said that this POKéMON developed its precognitive powers to protect its TRAINER from harm.,espeon
3051,An it is extremely loyal to any TRAINER it considers to be worthy. It is said to have developed precognitive powers to protect its TRAINER from harm.,espeon
3052,Its fur has the look and feel of velvet. The orb on its forehead glows when it uses psycho-power.,espeon
3053,"Its fur is so sensitive, it can sense minute shifts in the air and predict the weather.",espeon
3054,"Its fur is so sensitive, it can feel minute shifts in the air and predict the weather...and its foes’ thoughts.",espeon
3055,It can instantaneously sense its opponent’s movements by feeling air currents with its fine fur.,espeon
3056,"It unleashes psychic power from the orb on its forehead. When its power is exhausted, the orb grows dull and dark.",espeon
3057,"Although it originally had no powers at all, people say its precognitive faculties were awakened by its need to protect itself.",espeon
3058,it is extremely loyal to any Trainer it considers to be worthy. It is said that this Pokémon developed its precognitive powers to protect its Trainer from harm.,espeon
3059,Its fur has the look and feel of velvet. The orb on its forehead glows when it uses psychic power.,espeon
3060,"When agitated, this POKéMON protects itself by spraying poisonous sweat from its pores.",umbreon
3061,"When darkness falls, the rings on the body begin to glow, striking fear in the hearts of anyone nearby.",umbreon
3062,"On the night of a full moon, or when it gets excited, the ring patterns on its body glow yellow.",umbreon
3063,it evolved as a result of exposure to the moon’s waves. It hides silently in darkness and waits for its foes to make a move. The rings on its body glow when it leaps to attack.,umbreon
3064,it evolved from exposure to the moon’s energy pulses. It lurks in darkness and waits for its foes to move. The rings on its body glow when it leaps to attack.,umbreon
3065,"When darkness falls, the rings on its body begin to glow, striking fear in the hearts of anyone nearby.",umbreon
3066,The light of the moon changed EEVEE’s genetic structure. It lurks in darkness for prey.,umbreon
3067,"When exposed to the moon’s aura, the rings on its body glow faintly and it gains a mysterious power.",umbreon
3068,"When agitated, this Pokémon protects itself by spraying poisonous sweat from its pores.",umbreon
3069,"When exposed to the moon’s aura, the rings on its body glow faintly and it’s filled with a mysterious power.",umbreon
3070,The light of the moon changed Eevee’s genetic structure. It lurks in darkness for prey.,umbreon
3071,"When this Pokémon becomes angry, its pores secrete a poisonous sweat, which it sprays at its opponent’s eyes.",umbreon
3072,"With its black fur, it blends into the darkness. It bides its time, and when prey appears, this Pokémon goes for its throat, and then eats it.",umbreon
3073,"This Pokémon is nocturnal. Even in total darkness, its large eyes can spot its prey clearly!",umbreon
3074,"The light of the moon changed Eevee’s genetic structure. It lurks in the darkness, waiting for prey.",umbreon
3075,"Feared and loathed by many, it is believed to bring misfortune to all those who see it at night.",murkrow
3076,"It is said that when chased, it lures its attacker onto dark mountain trails where the foe will get lost.",murkrow
3077,It hides any shiny object it finds in a secret location. it and MEOWTH loot one another’s stashes.,murkrow
3078,it was feared and loathed as the alleged bearer of ill fortune. This POKéMON shows strong interest in anything that sparkles or glitters. It will even try to steal rings from women.,murkrow
3079,it were feared as the alleged bearers of ill fortune. It shows strong interest in anything that sparkles. It will even try to steal rings from women.,murkrow
3080,It is believed that seeing this Pokémon at night will bring about ominous occurrences.,murkrow
3081,It appears near travelers to lure them into deep forests. It is said to carry misfortune.,murkrow
3082,"If spotted, it will lure an unwary person into chasing it, then lose the pursuer on mountain trails.",murkrow
3083,"If spotted, it will lure an unwary person into chasing it then lose the pursuer on mountain trails.",murkrow
3084,It hides any shiny object it finds in a secret location. it and Meowth loot one another’s stashes.,murkrow
3085,"They awaken at dusk and take wing in the twilight, leading to the expression, “Get home before the it fly.”",murkrow
3086,"Seen as a symbol of bad luck, it’s generally disliked. Yet it gives presents—objects that sparkle or shine—to Trainers it’s close to.",murkrow
3087,It has a weakness for shiny things. It’s been known to sneak into the nests of Gabite—noted collectors of jewels—in search of treasure.,murkrow
3088,it was feared and loathed as the alleged bearer of ill fortune. This Pokémon shows strong interest in anything that sparkles or glitters. It will even try to steal rings from women.,murkrow
3089,"It searches for shiny things for its boss. Murkrow’s presence is said to be unlucky, so many people detest it.",murkrow
3090,It appears near travelers to lure them into deep forests. It is said to bring misfortune.,murkrow
3091,"It has incredible intellect and intuition. Whatever the situation, it remains calm and collected.",slowking
3092,"When its head was bitten, toxins entered SLOWPOKE’s head and unlocked an extraordinary power.",slowking
3093,"Every time it yawns, SHELLDER injects more poison into it. The poison makes it more intelligent.",slowking
3094,"it undertakes research every day in an effort to solve the mysteries of the world. However, this POKéMON apparently forgets everything it has learned if the SHELLDER on its head comes off.",slowking
3095,"It undertakes research every day to solve the mysteries of the world. However, it apparently forgets everything if the SHELLDER on its head comes off.",slowking
3096,Being bitten by SHELLDER gave it intelligence comparable to that of award-winning scientists.,slowking
3097,Being bitten by Shellder gave it intelligence comparable to that of award-winning scientists.,slowking
3098,"When its head was bitten, toxins entered Slowpoke’s head and unlocked an extraordinary power.",slowking
3099,"A poisonous bite reacted with its system, blessing it with the enhanced intellect of a genius. It has full control of its psychic powers.",slowking
3100,"This Pokémon is so famed for its intellect that a proverb still persists in some regions: “When in doubt, ask Slowking.”",slowking
3101,"It’s constantly coming up with new ideas that would change the world, but as soon as it hits upon a new idea, it forgets it.",slowking
3102,"it undertakes research every day in an effort to solve the mysteries of the world. However, this Pokémon apparently forgets everything it has learned if the Shellder on its head comes off.",slowking
3103,"Miraculously, this former Slowpoke’s latent intelligence was drawn out when Shellder poison raced through its brain.",slowking
3104,"it can solve any problem presented to it, but no one can understand a thing it says.",slowking
3105,Being bitten by Shellder gave it intelligence comparable to that of internationally recognized scientists.,slowking
3106,It likes playing mischievous tricks such as screaming and wailing to startle people at night.,misdreavus
3107,"It loves to bite and yank people’s hair from behind without warning, just to see their shocked reactions.",misdreavus
3108,It loves to watch people it’s scared. It frightens them by screaming loudly or appearing suddenly.,misdreavus
3109,"it frightens people with a creepy, sobbing cry. The POKéMON apparently uses its red spheres to absorb the fearful feelings of foes and turn them into nutrition.",misdreavus
3110,"A it frightens people with a creepy, sobbing cry. It apparently uses its red spheres to absorb the fear of foes as its nutrition.",misdreavus
3111,"It loves to sneak up on people late at night, then startle them with its shrieklike cry.",misdreavus
3112,"It gets nourishment from fear that it absorbs into its red orbs. In daytime, it sleeps in darkness.",misdreavus
3113,A Pokémon that startles people in the middle of the night. It gathers fear as its energy.,misdreavus
3114,"It likes playing mischievous tricks, such as screaming and wailing to startle people at night.",misdreavus
3115,It will use any means necessary to frighten people and absorb their life energy. It practices constantly to hone its skill in causing fear.,misdreavus
3116,"If you hear a sobbing sound emanating from a vacant room, it’s undoubtedly a bit of mischief from Misdreavus.",misdreavus
3117,"What gives meaning to its life is surprising others. If you set your ear against the red orbs around its neck, you can hear shrieking.",misdreavus
3118,"it frightens people with a creepy, sobbing cry. The Pokémon apparently uses its red spheres to absorb the fearful feelings of foes and turn them into nutrition.",misdreavus
3119,What makes it happy is imitating the voices of weeping people and scaring everyone. It doesn’t deal well with folks who aren’t easily frightened.,misdreavus
3120,It loves to sneak up on people late at night and startle them with its shrieking cry.,misdreavus
3121,"It gets nourishment from fear that it absorbs into its red orbs. During the daytime, it sleeps in the shadows.",misdreavus
3122,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.,unown
3123,"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.",unown
3124,"Because different types of it exist, it is said that they must have a variety of abilities.",unown
3125,"This POKéMON is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various UNOWN. Research into this topic is ongoing but nothing is known.",unown
3126,"This POKéMON is shaped like ancient text characters. Although research is ongoing, it is a mystery as to which came first, the ancient writings or the various UNOWN.",unown
3127,"Shaped like ancient writing, it is a huge mystery whether language or it came first.",unown
3128,They seem to communicate among each other telepathically. They are always found stuck on walls.,unown
3129,"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.",unown
3130,"This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.",unown
3131,"Because the Pokémon is shaped like ancient writing, it is a huge mystery whether written language or it came first.",unown
3132,"It hates light and shock. If attacked, it inflates its body to pump up its counterstrike.",wobbuffet
3133,"To keep its pitch-black tail hidden, it lives quietly in the darkness. It is never first to attack.",wobbuffet
3134,"In order to conceal its black tail, it lives in a dark cave and only moves about at night.",wobbuffet
3135,"If two or more it meet, they will turn competitive and try to outdo each other’s endurance. However, they may try to see which one can endure the longest without food. TRAINERS need to beware of this habit.",wobbuffet
3136,"it does nothing but endure attacks - it won’t attack on its own. However, it won’t endure an attack on its tail. When that happens, the POKéMON will try to take the foe with it using DESTINY BOND.",wobbuffet
3137,"Usually docile, a it strikes back ferociously if its black tail is attacked. It makes its lair in caves where it waits for nightfall.",wobbuffet
3138,It desperately tries to keep its black tail hidden. It is said to be proof the tail hides a secret.,wobbuffet
3139,"It hates light and shock. If attacked, it inflates its body to build up its counterstrike.",wobbuffet
3140,"If two or more it meet, they will turn competitive and try to outdo each other’s endurance. However, they may try to see which one can endure the longest without food. Trainers need to beware of this habit.",wobbuffet
3141,It desperately tries to keep its black tail hidden. This behavior is said to be proof that its tail hides a secret.,wobbuffet
3142,"Its tail has a small brain of its own. Beware! If you get close, it may react to your scent and bite.",girafarig
3143,"Its tail, which also contains a small brain, may bite on its own if it notices an alluring smell.",girafarig
3144,"When it is in danger, its tail uses some sort of mysterious powers to drive away the enemy.",girafarig
3145,"GIRAFARIG’s rear head also has a brain, but it is small. The rear head attacks in response to smells and sounds. Approaching this POKéMON from behind can cause the rear head to suddenly lash out and bite.",girafarig
3146,"GIRAFARIG’s rear head contains a tiny brain that is too small for thinking. However, the rear head doesn’t need to sleep, so it can keep watch over its surroundings 24 hours a day.",girafarig
3147,"A it is an herbivore--it eats grass and tree shoots. While it is eating, its tail makes chewing and swallowing motions as if it were also eating.",girafarig
3148,Its tail also has a small brain. It bites to repel any foe trying to sneak up on it from behind.,girafarig
3149,"While it sleeps, the head on its tail keeps watch. The tail doesn’t need to sleep.",girafarig
3150,The head on its tail contains a small brain. It can instinctively fight even while facing backward.,girafarig
3151,"Its tail has a small brain of its own. Beware! If you get close, it may react to your scent by biting.",girafarig
3152,"Girafarig’s rear head also has a brain, but it is small. The rear head attacks in response to smells and sounds. Approaching this Pokémon from behind can cause the rear head to suddenly lash out and bite.",girafarig
3153,"Girafarig’s rear head contains a tiny brain that is too small for thinking. However, the rear head doesn’t need to sleep, so it can keep watch over its surroundings 24 hours a day.",girafarig
3154,Its tail has a separate small brain. The tail bites to repel any foe trying to sneak up on the Pokémon from behind.,girafarig
3155,It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn’t bother it.,pineco
3156,It hangs and waits for flying insect prey to come near. It does not move about much on its own.,pineco
3157,It spits out a fluid that it uses to glue tree bark to its body. The fluid hardens when it touches air.,pineco
3158,"it hangs from a tree branch and patiently waits for prey to come along. If the POKéMON is disturbed while eating by someone shaking its tree, it drops down to the ground and explodes with no warning.",pineco
3159,"A it hangs from a tree branch and waits for prey. While eating, if it is disturbed by someone shaking its tree, it falls on the ground and suddenly explodes.",pineco
3160,It hangs and waits for flying-insect prey to come near. It does not move about much on its own.,pineco
3161,It likes to make its shell thicker by adding layers of tree bark. The extra weight doesn’t bother it.,pineco
3162,It looks just like a pinecone. Its shell protects it from bird Pokémon that peck it by mistake.,pineco
3163,"it hangs from a tree branch and patiently waits for prey to come along. If the Pokémon is disturbed while eating by someone shaking its tree, it drops down to the ground and explodes with no warning.",pineco
3164,"Motionless, it hangs from trees, waiting for its bug Pokémon prey to come to it. Its favorite in Alola is Cutiefly.",pineco
3165,"It sticks tree bark to itself with its saliva, making itself thicker and larger. Elderly it are ridiculously huge.",pineco
3166,Its entire body is shielded by a steel-hard shell. What lurks inside the armor is a total mystery.,forretress
3167,It remains immovably rooted to its tree. It scatters pieces of its hard shell to drive its enemies away.,forretress
3168,Usually found hanging on to a fat tree trunk. It shoots out bits of its shell when it sees action.,forretress
3169,"it conceals itself inside its hardened steel shell. The shell is opened when the POKéMON is catching prey, but it does so at such a quick pace that the shell’s inside cannot be seen.",forretress
3170,"It keeps itself inside its steel shell. The shell is opened when it is catching prey, but it is so quick that the shell’s inside cannot be seen.",forretress
3171,It is encased in a steel shell. Its peering eyes are all that can be seen of its mysterious innards.,forretress
3172,Its entire body is shielded by a steel-hard shell. What lurks inside this shell is a total mystery.,forretress
3173,"it conceals itself inside its hardened steel shell. The shell is opened when the Pokémon is catching prey, but it does so at such a quick pace that the shell’s inside cannot be seen.",forretress
3174,"When something approaches it, it fires off fragments of its steel shell in attack. This is not a conscious action but a conditioned reflex.",forretress
3175,"In the moment that it gulps down its prey, the inside of its shell is exposed, but to this day, no one has ever seen that sight.",forretress
3176,"It is encased in a steel shell. Forretress’s eyes peer out, but what lies within this Pokémon’s shell is unknown.",forretress
3177,"When spotted, this POKéMON escapes backward by furiously boring into the ground with its tail.",dunsparce
3178,"If spotted, it escapes by burrowing with its tail. It can float just slightly using its wings.",dunsparce
3179,It hides deep inside caves where no light ever reaches it and remains virtually motionless there.,dunsparce
3180,it has a drill for its tail. It uses this tail to burrow into the ground backwards. This POKéMON is known to make its nest in complex shapes deep under the ground.,dunsparce
3181,Its drill-tipped tail is used to burrow into the ground backwards. This POKéMON is known to make its nest in complex shapes deep under the ground.,dunsparce
3182,"If spotted, it escapes by burrowing with its tail. It can hover just slightly using its wings.",dunsparce
3183,It digs into the ground with its tail and makes a mazelike nest. It can fly just a little.,dunsparce
3184,"When spotted, this Pokémon escapes backward by furiously boring into the ground with its tail.",dunsparce
3185,"It creates mazes in dark locations. When spotted, it flees into the ground by digging with its tail.",dunsparce
3186,it has a drill for its tail. It uses this tail to burrow into the ground backward. This Pokémon is known to make its nest in complex shapes deep under the ground.,dunsparce
3187,It travels by digging through the ground. Diglett and it share one another’s tunnels happily.,dunsparce
3188,This Pokémon’s tiny wings have some scientists saying that it used to fly through the sky in ancient times.,dunsparce
3189,The nests it live in are mazes of tunnels. They never get lost in their own nests—they can tell where they are by the scent of the dirt.,dunsparce
3190,It flies straight at its target’s face then clamps down on the startled victim to inject poison.,gligar
3191,"It usually clings to cliffs. When it spots its prey, it spreads its wings and glides down to attack.",gligar
3192,"It builds its nest on a steep cliff. When it is done gliding, it hops along the ground back to its nest.",gligar
3193,"it glides through the air without a sound as if it were sliding. This POKéMON hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.",gligar
3194,"It glides without making a single sound. It grasps the face of its foe using its hind and large front claws, then stabs with its poison barb.",gligar
3195,"It flies straight at its target’s face, then clamps down on the startled victim to inject poison.",gligar
3196,It sails on the winds with its limbs extended to strike from the sky. It aims for the prey’s face.,gligar
3197,"It glides as if sliding. It startles foes by clamping on to their faces, then jabs with its poison stinger.",gligar
3198,It clamps on to its chosen prey then jabs the stinger on its tail into the prey while it’s stunned with surprise.,gligar
3199,"it glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.",gligar
3200,"Its body has been compressed deep under the ground. As a result, it is even harder than a diamond.",steelix
3201,"It is said that if an ONIX lives for over 100 years, its composition changes to become diamond-like.",steelix
